text,label
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",H2
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",H2
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),H2
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",H2
3.5 Ontario Library Association representative (ex-officio)  ( OLA to appoint one representative ),H2
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,H2
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",H2
"the preparation of the business plan, finance, and communications.",H2
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",H2
"discretion, call on invited experts to advise on issues as required.",H2
4. Appointment Criteria and Process,H1
Groups and organizations named in Section 3 above are responsible for appointing up to two,H2
representatives to the Steering Committee.,H2
Desired characteristics for steering committee appointees include:,H2
Strategic thinkers;,H2
Committed to the concept of multi-sector partnerships;,H2
Knowledgeable about digital libraries and resources;,H2
Knowledgeable about government structures;,H2
Respected by their communities; influential;,H2
Able to take a consultative approach;,H2
Able to devote time to Steering Committee business: approximately one day per month for,H2
meetings plus 2-3 working days per month on related activities .,H2
5. Term,H1
Expected term on the Steering Committee is the time required to complete development of the,H2
business plan plus two months. This process is expected to take approximately 6 months.,H2
6. Chair,H1
Chair will be appointed by the Board of the Ontario Library Association.,H2
Role of the Chair:,H2
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,H2
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",H2
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,H2
"the business plan, and communications to stakeholders, funders, and government.",H2
7. Meetings,H1
It is expected that in person meetings are held once per month and the majority of business will be,H2
"conducted by e-mail, and teleconference.",H2
8. Lines of Accountability and Communication,H1
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",H2
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,H2
"ODL funders to finance the business plan, to hold the funds in a separate account, and",H2
disperse them for purposes as  directed by the Steering Committee. OLA will provide,H2
financial reports to the Steering Committee as requested and shall comply with all,H2
government reporting regulations for funds received.,H2
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,H2
ongoing communications and consultation on issues and progress.  The Steering committee,H2
is responsible for strong liaison with government particularly the Chief Information Officer,H2
"Community Services Cluster, ADM’s and Deputy Ministers.",H2
9. Financial and Administrative Policies,H1
9.1 Service on the Steering Committee is non-remunerative,H2
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,H2
policies of the Ontario Library Association,H2
9.3 Conflict of Interest:,H2
The ODL Steering Committee will function according to standard conflict of interest guidelines,H2
"ensuring that members,  their immediate family members, or their places of employment, will",H2
not benefit financially from the decisions  the Steering Committee might make. As a first,H2
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",H2
statement and procedural guidelines that will govern its work.,H2
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,H2
collaboration and resource sharing. ODL will be a portal - capable of customization as,H2
"a home page for local libraries - to organized, comprehensive, authoritative and validated",H2
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,H2
"of their education, life and work. Some examples:",H2
1. Reference Resources,H1
"- directories: companies, associations, organizations, governments, educational institutions,",H2
etc. etc.,H2
"- almanacs, country information",H2
"- dictionaries, thesauri, encyclopedias",H2
-consumer information,H2
"- phone books,",H2
"- travel guides, entertainment guides",H2
- weather information,H2
- media/newspapers,H2
"- leisure time, recreational activity guides",H2
- indexing and abstracting services,H2
"- currency converters,",H2
- virtual reference services,H2
-vocational/career information,H2
-internet search engines,H2
-current awareness services,H2
2. Subject Guides,H1
-arts and humanities,H2
- business and economics,H2
- education,H2
-recreation and sports,H2
"-entertainment - games, activities for kids",H2
-health information,H2
-science and technology,H2
-social sciences,H2
-society and culture,H2
3. Educational tool-kits,H1
"-guides to information gathering methodologies, information literacy",H2
-study guides,H2
-study skill development,H2
-web-based curricula,H2
-internet search guides,H2
"4. Journals, books, maps, music etc.",H1
"concentrate their studies, beyond those required in high school, in the areas of science,",H3
"technology, engineering, and mathematics, and expose students to relevant real world",H3
"experiences through project work, conferences and presentations to enhance their high school",H3
4 credits of Math,H1
4 credits of Science,H1
4 credits of STEM-designated electives,H1
Maintain an overall 2.85 GPA,H1
Participate in a minimum of 3 STEM,H1
presentations/conferences each year,H1
with a required minimum total of 12,H1
presentations/conferences throughout,H1
the 4 years . *,H1
Join and actively participate in a,H1
STEM-related extracurricular activity or,H1
club every year of attendance. -,H1
4 credits of Math - At least one math,H1
course should be an AP Math class.,H1
4 credits of Science- At least one,H1
science course should be an AP,H1
Science class.,H1
- One must be a Computer,H1
Science/Technology Class,H1
Maintain an overall 3.5 GPA,H1
presentations/conferences a year with a,H1
required minimum total of 12,H1
the 4 years.,H1
club every year of attendance.,H1
Either participate in an internship or,H1
design and implement a community,H1
impact project.,H1
"•  Inspire keen interest in mathematics, science, engineering, and",H2
"technology, develop strong scholarship in the subject and",H2
promote the enjoyment of these studies in high school.,H2
•  Expose students to potential career opportunities in the field.,H2
•  Encourage students to pursue higher education and major in,H2
STEM careers.,H2
• Promote interactions with STEM professionals to learn about,H2
future opportunities.,H2
• Support field experiences connected to the world outside of,H2
the school building.,H2
"• Signal to employers, universities, training programs, and",H2
military that a student has completed a comprehensive course,H2
of study in a specialized area.,H2
"• Cultivate transferable work habits such as perseverance, goal",H2
"setting, and self-direction.",H2
ADDRESS:,H1
3735  PARKWAY,H1
"PIGEON FORGE, TN 37863",H1
(NEAR DIXIE STAMPEDE  ON  THE PARKWAY),H3
RSVP:  ----------------,H1
CLOSED TOED SHOES  ARE  REQUIRED FOR CLIMBING,H2
"PARENTS  OR  GUARDIANS NOT ATTENDING THE PARTY,",H2
PLEASE VISIT  TOPJUMP.COM  TO  FILL  OUT  WAIVER,H2
SO YOUR CHILD CAN ATTEND.,H2
